2019/12/20,23893.45,23908.77,23746.63,23816.63,23926.876,23473.2184,1319.49
2019/12/19,23911.46,23945.53,23835.29,23864.85,23968.17,23452.686,1161.78
2019/12/18,24023.27,24046.09,23919.36,23934.43,23880.162,23423.754,1276.26
2019/12/17,24091.12,24091.12,23996.51,24066.12,23771.648,23399.1716,1289.9
2019/12/16,23955.2,24036.3,23950.05,23952.35,23640.462,23377.3272,1134.44
2019/12/13,23810.56,24050.04,23775.73,24023.1,23536.132,23352.5068,1935.74
2019/12/12,23449.28,23468.15,23360.43,23424.81,23402.392,23327.2576,1144.42
2019/12/11,23421.14,23438.43,23333.63,23391.86,23377.448,23323.478,1151.7
2019/12/10,23372.39,23449.47,23336.93,23410.19,23326.122,23319.9564,1047.31
2019/12/9,23544.31,23544.31,23360.01,23430.7,23320.046,23313.6284,1085.18
2019/12/6,23347.67,23412.48,23338.4,23354.4,23339.806,23290.4312,1054.92
2019/12/5,23292.7,23363.44,23259.82,23300.09,23327.708,23273.3368,1153.89
2019/12/4,23186.74,23203.77,23044.78,23135.23,23349.518,23255.058,1085.04
2019/12/3,23231.14,23388.18,23186.84,23379.81,23410.026,23248.614,1074.75
2019/12/2,23388.63,23562.05,23378.4,23529.5,23408.728,23228.1124,946.96
2019/11/29,23497.44,23498.77,23273.37,23293.91,23361.39,23198.9248,994.5
2019/11/28,23458.88,23482.32,23367.33,23409.14,23325.184,23177.1924,925.01
2019/11/27,23452.85,23507.82,23418.23,23437.77,23251.072,23145.842,1077.87
2019/11/26,23451.4,23608.06,23350.1,23373.32,23193.232,23110.2872,1622.99
2019/11/25,23292.85,23347.18,23255.39,23292.81,23177.098,23075.0616,1011.5044
2019/11/22,23030.33,23219.51,23030.33,23112.88,23201.888,23041.4236,1117.24
2019/11/21,23071.49,23108.08,22726.71,23038.58,23239.976,23015.8252,1342.656
2019/11/20,23176.49,23303.17,23086.12,23148.57,23260.57,22982.5704,1354.0021
2019/11/19,23366.36,23389.53,23244.93,23292.65,23294.83,22928.5824,1204.08
2019/11/18,23304.25,23420.62,23271.29,23416.76,23340.302,22858.9556,1223.47
2019/11/15,23160.53,23340.77,23121.59,23303.32,23323.318,22780.5404,1365.14
2019/11/14,23325.5,23360.06,23062.16,23141.55,23341.028,22711.9188,1400.4
2019/11/13,23439.25,23452.63,23270.93,23319.87,23378.782,22641.2668,1215.32
2019/11/12,23336.37,23545.7,23312.25,23520.01,23375.572,22564.88,1259.76
2019/11/11,23422.13,23471.82,23323.02,23331.84,23321.968,22477.7492,1241.28
2019/11/8,23550.04,23591.09,23313.41,23391.87,23225.754,22415.62,1626.8
2019/11/7,23283.14,23336,23253.32,23330.32,23132.788,22355.3548,1267.75
2019/11/6,23343.51,23352.56,23246.57,23303.82,23035.348,22292.3756,1388.52
2019/11/5,23118.79,23328.52,23090.94,23251.99,22969.41,22235.3788,1660.76
2019/11/1,22730.49,22852.72,22705.6,22850.77,22892.466,22187.2288,1256.12
2019/10/31,22910.1,22988.8,22875.5,22927.04,22882.274,22154.004,1462.15
2019/10/30,22953.17,22961.23,22827.93,22843.12,22846.986,22120.876,1792.56
2019/10/29,22950.79,23008.43,22935.35,22974.13,22803.438,22090.3148,1324.65
2019/10/28,22854.44,22896.22,22830.57,22867.27,22718.392,22053.1276,1014.65
2019/10/25,22753.24,22819.92,22715.13,22799.81,22643.474,22016.8652,1100.85
2019/10/24,22725.44,22780.99,22704.33,22750.6,22573.884,21984.9256,1195.21
2019/10/23,22619.77,22648.81,22457.89,22625.38,22518.348,21954.4332,1189.61
