2020/7/20,22772.07,22788.53,22580.19,22616.06,22723.07,22480.402,429.07
2020/7/17,22807.57,22857.82,22643.52,22696.42,22756.806,22436.9976,999.71
2020/7/16,22907.96,22925.9,22739.42,22770.36,22675.684,22421.36,1475.64
2020/7/15,22817.91,22965.56,22800.11,22945.5,22627.47,22409.462,1245.71
2020/7/14,22631.87,22677.02,22538.78,22587.01,22526.1,22416.64,1096.52
2020/7/13,22591.81,22784.74,22561.47,22784.74,22531.636,22436.8008,1215.91
2020/7/10,22534.97,22563.68,22285.07,22290.81,22517.576,22452.5352,1337.91
2020/7/9,22442.3,22679.08,22434.38,22529.29,22520.71,22475.452,1175.82
2020/7/8,22481.61,22667.95,22438.65,22438.65,22444.044,22482.11,1155.96
2020/7/7,22649.9,22742.28,22540.44,22614.69,22380.66,22489.1144,1093.6
2020/7/6,22341.27,22734.11,22325.75,22714.44,22315.35,22477.5512,1025.39
2020/7/3,22266.91,22312.44,22154.97,22306.48,22171.47,22451.4692,982.46
2020/7/2,22182.68,22267.51,22072.11,22145.96,22212.59,22434.3256,1357.25
2020/7/1,22338.3,22360.31,22039.56,22121.73,22235.356,22425.1396,1184.97
2020/6/30,22335.1,22448.3,22273.38,22288.14,22317.874,22397.0396,1240.84
2020/6/29,22255.05,22281.38,21969.59,21995.04,22370.056,22356.3608,1249.62
2020/6/26,22424.37,22589.14,22408.27,22512.08,22458.502,22306.2252,1137.95
2020/6/25,22287.87,22423.41,22165.14,22259.79,22451.844,22221.2684,1305.37
2020/6/24,22541.01,22663.29,22479.86,22534.32,22470.978,22152.9692,1169.42
2020/6/23,22636.06,22693.89,22257.14,22549.05,22455.266,22075.4024,1192.8
2020/6/22,22353.69,22575.74,22311.94,22437.27,22461.898,21990.7784,936.21
2020/6/19,22515.75,22523.66,22352.16,22478.79,22280.634,21898.6368,1555.93
2020/6/18,22363.88,22432.25,22125.35,22355.46,22245.972,21800.984,1111.22
2020/6/17,22517.14,22536.38,22318.07,22455.76,22269.462,21703.3568,1176.98
2020/6/16,21912.29,22624.14,21899.48,22582.21,22403.3,21615.8084,1554.76
2020/6/15,22135.27,22251.83,21529.83,21530.95,22505.064,21527.1792,1363.92
2020/6/12,22082.12,22350.3,21786.93,22305.48,22834.494,21481.5676,1904.16
2020/6/11,22848.02,22939.39,22466.54,22472.91,22946.144,21396.512,1679.56
2020/6/10,22939,23175.82,22900.3,23124.95,22990.71,21284.5864,1257.74
2020/6/9,23135.79,23185.85,22933.14,23091.03,22888.472,21144.3624,1521.58
2020/6/8,23121.98,23178.1,23028.62,23178.1,22735.388,21028.4688,1703.07
2020/6/5,22613.08,22865.88,22563.56,22863.73,22512.246,20892.1924,1392.17
2020/6/4,22885.14,22907.92,22501.81,22695.74,22315.078,20768.972,1516.32
2020/6/3,22649.01,22818.87,22462.68,22613.76,22159.192,20631.6224,1552.48
2020/6/2,22175.52,22401.79,22118.4,22325.61,21920.286,20504.2496,1335.73
2020/6/1,21910.89,22161.39,21898.99,22062.39,21709.398,20376.7432,1201.68
2020/5/29,21807.63,21955.44,21710.8,21877.89,21445.25,20265.4788,2383.86
2020/5/28,21612.9,21926.29,21580.5,21916.31,21147.304,20177.128,2087.53
2020/5/27,21249.31,21475.68,21142.72,21419.23,20874.504,20096.366,1763.3
2020/5/26,20927.96,21328.34,20918.11,21271.17,20709.688,20011.2048,1472.46
2020/5/25,20653.41,20741.65,20584.06,20741.65,20542.144,19942.3616,1002.57
2020/5/22,20583.95,20615.12,20334.99,20388.16,20420.56,19898.248,1229.19
2020/5/21,20692.59,20734.91,20503.87,20552.31,20350.422,19844.4576,1148.29
2020/5/20,20454.49,20684.46,20454.03,20595.15,20222.916,19802.3052,1214.46
2020/5/19,20469.52,20659.46,20433.45,20433.45,20157.296,19752.33,1589.51
2020/5/18,20097.62,20197.59,19999.1,20133.73,20143.902,19709.1216,1210.82
2020/5/15,20149.79,20198.25,19832.88,20037.47,20195.288,19661.7796,1293.29
2020/5/14,20140.49,20185,19902.93,19914.78,20223.612,19603.3328,1329.77
2020/5/13,20140.92,20329.89,20056.46,20267.05,20175.61,19519.5492,1319.25
2020/5/12,20413.23,20457.37,20293.97,20366.48,20046.07,19421.616,1241.02
2020/5/11,20333.73,20534.88,20285.04,20390.66,20011.512,19329.5732,1313.55
2020/5/8,19972.09,20179.09,19894.58,20179.09,19887.618,19270.6272,1372.93
2020/5/7,19468.52,19720.87,19448.93,19674.77,19808.444,19226.8624,1351.34
2020/5/1,19991.97,20000.25,19551.73,19619.35,19725.89,19215.4488,1364.65
2020/4/30,20105.68,20365.89,20084.83,20193.69,19687.908,19177.2588,1717.66
2020/4/28,19776.18,19841.78,19638.48,19771.19,19476.76,19151.3764,1233.55
2020/4/27,19410.84,19819.06,19410.18,19783.22,19378.678,19084.2228,1247.4
2020/4/24,19331.86,19352.24,19175.38,19262,19355.858,18968.4052,1327.1
2020/4/23,19313.04,19429.44,19221.54,19429.44,19482.91,18860.0384,1172.62
2020/4/22,19109.18,19137.95,18858.25,19137.95,19455.062,18751.9228,1247.29
2020/4/21,19479.83,19529.06,19193.22,19280.78,19537.49,18666.866,1280.428
2020/4/20,19689.85,19784.38,19611.79,19669.12,19609.096,18575.7164,1065.42
2020/4/17,19575.85,19922.07,19554.7,19897.26,19483.952,18486.1936,1409.05
2020/4/16,19311.3,19362.17,19154.41,19290.2,19404.2,18432.6884,1298.59
2020/4/15,19589.25,19660.68,19465.95,19550.09,19415.314,18437.7228,1489.03
2020/4/14,19150.3,19705.99,19093.12,19638.81,19375.944,18450.404,1306.89
2020/4/13,19312.04,19355.04,19014.32,19043.4,19238.218,18452.802,1056.07
2020/4/10,19500.07,19500.07,19235.96,19498.5,19144.798,18521.056,1370.22
2020/4/9,19376,19406.96,19158.55,19345.77,18809.136,18594.2808,1368.89
2020/4/8,19047.76,19454.34,18730.8,19353.24,18503.726,18664.4524,1681.56
2020/4/7,18878.86,19162.52,18553.14,18950.18,18246.16,18733.632,1703.51
2020/4/6,17857.99,18672.26,17802.62,18576.3,18239.526,18829.388,1679.62
2020/4/3,17951.44,18059.15,17646.5,17820.19,18341.26,18932.0544,1499.11
2020/4/2,17934.42,18132.04,17707.66,17818.72,18655.108,19097.176,1644.26
2020/4/1,18686.12,18784.25,17871.62,18065.41,18824.284,19281.4748,1661.42
2020/3/31,19181.9,19336.19,18834.16,18917.01,19120.528,19463.0748,1862.45
2020/3/30,18884.07,19084.97,18578.2,19084.97,18955.596,19641.864,1924.44
2020/3/27,19021.97,19389.43,18832.21,19389.43,18516.158,19817.6312,2368.33
2020/3/26,19234.77,19240.29,18512.81,18664.6,17948.838,19978.082,2049.9628
2020/3/25,18446.8,19564.38,18446.8,19546.63,17561.228,20159.25,2280.28
2020/3/24,17206.88,18100.39,17197.14,18092.35,17054.208,20318.3144,2256.86
2020/3/23,16570.57,17049.03,16480.95,16887.78,16836.146,20542.124,2697.39
2020/3/19,16995.77,17160.97,16358.19,16552.83,16944.8,20819.722,3017.69
2020/3/18,17154.08,17396.84,16698.46,16726.55,17346.16,21112.0572,2718.81
2020/3/17,16726.95,17557.04,16378.94,17011.53,17884.062,21390.4344,3065.17
2020/3/16,17586.08,17785.76,16914.45,17002.04,18455.18,21663.0924,2345.69
2020/3/13,18183.47,18184.46,16690.6,17431.05,18994.524,21937.9544,3459.38
2020/3/12,19064.51,19142.18,18339.27,18559.63,19658.264,22173.4948,2583.52
2020/3/11,19758.26,19974.83,19392.25,19416.06,20212.162,22354.4932,1996.32
2020/3/10,19474.89,19970.35,18891.77,19867.12,20548.962,22496.7284,2570.37
2020/3/9,20343.31,20347.19,19472.26,19698.76,20792.084,22630.2508,2518.47
2020/3/6,21009.8,21061.2,20613.91,20749.75,21121.148,22761.4104,1749.64
2020/3/5,21399.87,21399.87,21220.76,21329.12,21199.79,22866.5964,1383.84
2020/3/4,20897.2,21245.93,20862.05,21100.06,21323.612,22942.06,1507.67
2020/3/3,21651.99,21719.78,21082.73,21082.73,21588.838,23031.798,1764.9
2020/3/2,20849.79,21593.11,20834.29,21344.08,21893.374,23141.576,2035.15
2020/2/28,21518.01,21528.13,20916.4,21142.96,22301.906,23239.6304,2420.87
2020/2/27,22255.83,22272.26,21844.29,21948.23,22769.144,23355.166,1811.41
2020/2/26,22374.14,22456.55,22127.42,22426.19,23059.638,23431.8192,1677.27
2020/2/25,22949.37,22950.23,22335.21,22605.41,23213.16,23498.112,1778.32
2020/2/21,23427.77,23588.55,23378.33,23386.74,23396.726,23555.546,1156.73
2020/2/20,23666.58,23806.56,23426.42,23479.15,23456.896,23577.4016,1174.03
2020/2/19,23329.33,23468.56,23234.96,23400.7,23526.612,23594.8988,1133.97
2020/2/18,23398.57,23402.01,23133.6,23193.8,23618.714,23619.8776,1153.25
2020/2/17,23489.78,23561.98,23335.99,23523.24,23717.15,23646.1484,1165.91
2020/2/14,23714.52,23738.42,23603.48,23687.59,23778.098,23654.8136,1351.75
2020/2/13,23849.76,23908.85,23784.31,23827.73,23815.298,23635.5004,1235.51
2020/2/12,23741.21,23869.73,23693.72,23861.21,23713.664,23625.42,1395.77
2020/2/10,23631.79,23788.25,23621.72,23685.98,23558.34,23599.166,1161.46
2020/2/7,23899.01,23943.45,23759.42,23827.98,23415.532,23597.9916,1264.63
2020/2/6,23641.1,23995.37,23625.13,23873.59,23290.972,23598.3812,1654.42
2020/2/5,23351.47,23414.69,23241.64,23319.56,23111.804,23600.4344,1329.7
2020/2/4,22881.13,23118.13,22854.45,23084.59,23123.772,23618.9668,1276.63
2020/2/3,22874.27,23023.73,22775.92,22971.94,23149.996,23648.8064,1357.97
2020/1/31,23148.92,23421.59,23139.98,23205.18,23224.31,23682.7732,1376.92
2020/1/30,23284.58,23318.57,22892.95,22977.75,23348.71,23707.2312,1367.71
2020/1/29,23309.32,23392.61,23214.28,23379.4,23512.248,23742.7152,1032.95
2020/1/28,23126.93,23243.36,23115.15,23215.71,23642.638,23764.9164,1171.25
2020/1/27,23427.9,23463.89,23317.32,23343.51,23772.408,23798.9328,1180.46
2020/1/24,23850.12,23869.38,23755.32,23827.18,23920.408,23823.2864,965.45
2020/1/23,23843.51,23910.01,23779.23,23795.44,23963.224,23831.1232,1049.06
2020/1/22,23835.49,24040.87,23831.1,24031.35,23990.762,23816.298,1001.8
2020/1/21,24072.81,24081.75,23843.48,23864.56,23967.808,23790.7184,912.59
2020/1/20,24080.68,24108.11,24061.67,24083.51,23999.93,23772.5436,821.12
2020/1/17,24103.45,24115.95,24013.75,24041.26,23953.342,23746.4312,1079.35
2020/1/16,23960.2,23975.38,23905.38,23933.13,23893.064,23718.9568,1033.01
2020/1/15,23923.48,23997.39,23875.82,23916.58,23747.39,23693.6352,1122.53
2020/1/14,23969.04,24059.86,23951.66,24025.17,23679.218,23662.3812,1234.06
2020/1/10,23813.28,23903.29,23761.08,23850.57,23515.156,23636.5668,1091.6
2020/1/9,23530.29,23767.09,23506.15,23739.87,23476.366,23623.724,1146.56
2020/1/8,23217.49,23303.21,22951.18,23204.76,23495.936,23605.8856,1453.11
2020/1/7,23320.12,23577.44,23299.92,23575.72,23639.968,23614.0608,1157.95
2020/1/6,23319.76,23365.36,23148.53,23204.86,23681.398,23608.5428,1219.71
2019/12/30,23770.93,23782.49,23656.62,23656.62,23806.542,23615.2812,796.62
2019/12/27,23953.75,23967.18,23837.72,23837.72,23839.44,23600.7288,825.78
2019/12/26,23787.7,23931.51,23775.4,23924.92,23835.222,23571.7352,821.86
2019/12/25,23813.59,23824.85,23782.87,23782.87,23823.208,23536.2816,776.59
2019/12/24,23839.18,23853.56,23796.35,23830.58,23853.52,23510.9096,865.85
2019/12/23,23921.29,23923.09,23810.82,23821.11,23900.628,23489.3924,955.78
